from_pkg	to_pkg	via
klevernotes	libbluray	lib
klevernotes	libdeflate	lib
klevernotes	libdrm	lib
klevernotes	libgcrypt	lib
klevernotes	libglvnd	linked
klevernotes	libogg	lib
klevernotes	libproxy	lib
klevernotes	librsvg	lib
klevernotes	libssh	lib
klevernotes	libtheora	lib
klevernotes	liburing	lib
klevernotes	libva	lib
klevernotes	libvdpau	lib
klevernotes	libvorbis	lib
klevernotes	libvpx	lib
klevernotes	libwebp	lib
klevernotes	libxcb	lib
klevernotes	libxkbfile	lib
klevernotes	libxml2	lib
klevernotes	libxslt	lib
klevernotes	mesa	lib
klevernotes	mozilla-nss	lib
klevernotes	nettle	lib
klevernotes	nghttp2	lib
klevernotes	nghttp3	lib
klevernotes	ngtcp2	lib
klevernotes	ocl-icd	lib
klevernotes	openjpeg	lib
klevernotes	openssl	lib
klevernotes	openssl-solibs	lib
klevernotes	opus	lib
klevernotes	p11-kit	lib
klevernotes	pango	lib
klevernotes	pcre2	lib
klevernotes	pixman	lib
klevernotes	qt6	linked
klevernotes	samba	lib
klevernotes	speex	lib
klevernotes	talloc	lib
klevernotes	tevent	lib
klevernotes	util-linux	lib
klevernotes	wayland	lib
klickety	aaa_glibc-solibs	linked
klickety	aaa_libraries	linked
klickety	attica	lib
klickety	breeze-icons	lib
klickety	brotli	lib
klickety	cyrus-sasl	lib
klickety	dbus	lib
klickety	duktape	lib
klickety	e2fsprogs	lib
klickety	flac	lib
klickety	fontconfig	lib
klickety	freetype	lib
klickety	glib2	lib
klickety	graphite2	lib
klickety	harfbuzz	lib
klickety	icu4c	lib
klickety	karchive	lib
klickety	kcodecs	lib
klickety	kcolorscheme	linked
klickety	kcompletion	linked
klickety	kconfig	linked
klickety	kconfigwidgets	linked
klickety	kcoreaddons	linked
klickety	kcrash	linked
klickety	kdbusaddons	linked
klickety	kglobalaccel	lib
klickety	kguiaddons	linked
klickety	ki18n	linked
klickety	kiconthemes	linked
klickety	kio	linked
klickety	kitemviews	lib
klickety	kjobwidgets	linked
klickety	knewstuff	lib
klickety	knotifications	lib
klickety	kpackage	lib
klickety	kservice	linked
klickety	kwidgetsaddons	linked
klickety	kwindowsystem	lib
klickety	kxmlgui	linked
klickety	lame	lib
klickety	libX11	lib
klickety	libXau	lib
klickety	libXdmcp	lib
klickety	libXext	lib
klickety	libXfixes	lib
klickety	libcanberra	lib
klickety	libglvnd	linked
klickety	libimobiledevice	lib
klickety	libimobiledevice-glue	lib
klickety	libkdegames	linked
klickety	libogg	lib
klickety	libplist	lib
klickety	libproxy	lib
klickety	libsndfile	lib
klickety	liburing	lib
klickety	libusbmuxd	lib
klickety	libvorbis	lib
klickety	libxcb	lib
klickety	mpg123	lib
klickety	nghttp2	lib
klickety	nghttp3	lib
klickety	ngtcp2	lib
klickety	openal-soft	lib
klickety	openssl	lib
klickety	openssl-solibs	lib
klickety	opus	lib
klickety	pcre2	lib
klickety	qt6	linked
klickety	solid	lib
klickety	syndication	lib
klickety	util-linux	lib
klickety	wayland	lib
klickety	xcb-util-keysyms	lib
klines	aaa_glibc-solibs	linked
klines	aaa_libraries	linked
klines	attica	lib
klines	breeze-icons	lib
klines	brotli	lib
klines	cyrus-sasl	lib
klines	dbus	lib
klines	duktape	lib
klines	e2fsprogs	lib
klines	flac	lib
klines	fontconfig	lib
klines	freetype	lib
klines	glib2	lib
klines	graphite2	lib
klines	harfbuzz	lib
klines	icu4c	lib
klines	karchive	lib
klines	kcodecs	lib
klines	kcolorscheme	linked
klines	kcompletion	lib
klines	kconfig	linked
klines	kconfigwidgets	linked
klines	kcoreaddons	linked
klines	kcrash	linked
klines	kdbusaddons	linked
klines	kglobalaccel	lib
klines	kguiaddons	linked
klines	ki18n	linked
klines	kiconthemes	linked
klines	kitemviews	lib
klines	knewstuff	lib
klines	kpackage	lib
klines	kwidgetsaddons	linked
klines	kxmlgui	linked
klines	lame	lib
klines	libX11	lib
klines	libXau	lib
klines	libXdmcp	lib
klines	libXext	lib
klines	libglvnd	linked
klines	libkdegames	linked
klines	libogg	lib
klines	libproxy	lib
klines	libsndfile	lib
klines	liburing	lib
klines	libvorbis	lib
klines	libxcb	lib
klines	mpg123	lib
klines	nghttp2	lib
klines	nghttp3	lib
klines	ngtcp2	lib
klines	openal-soft	lib
klines	openssl	lib
klines	openssl-solibs	lib
klines	opus	lib
klines	pcre2	lib
klines	qt6	linked
klines	syndication	lib
klines	util-linux	lib
klines	wayland	lib
kmag	aaa_glibc-solibs	linked
kmag	aaa_libraries	linked
kmag	breeze-icons	lib
kmag	brotli	lib
kmag	cyrus-sasl	lib
kmag	dbus	lib
kmag	duktape	lib
kmag	e2fsprogs	lib
kmag	fontconfig	lib
kmag	freetype	lib
kmag	glib2	lib
kmag	graphite2	lib
kmag	harfbuzz	lib
kmag	icu4c	lib
kmag	karchive	lib
kmag	kcodecs	lib
kmag	kcolorscheme	linked
kmag	kconfig	linked
kmag	kconfigwidgets	linked
kmag	kcoreaddons	linked
kmag	kcrash	linked
kmag	kglobalaccel	lib
kmag	kguiaddons	linked
kmag	ki18n	linked
kmag	kiconthemes	lib
kmag	kio	linked
kmag	kitemviews	lib
kmag	kservice	lib
kmag	kwidgetsaddons	linked
kmag	kxmlgui	linked
kmag	libX11	lib
kmag	libXau	lib
kmag	libXdmcp	lib
kmag	libXext	lib
kmag	libglvnd	linked
kmag	libproxy	lib
kmag	libqaccessibilityclient	linked
kmag	liburing	lib
kmag	libxcb	lib
kmag	nghttp2	lib
kmag	nghttp3	lib
kmag	ngtcp2	lib
kmag	openssl	lib
kmag	openssl-solibs	lib
kmag	pcre2	lib
kmag	qt6	linked
kmag	util-linux	lib
kmag	wayland	lib
kmahjongg	aaa_glibc-solibs	linked
kmahjongg	aaa_libraries	linked
kmahjongg	attica	lib
kmahjongg	breeze-icons	lib
kmahjongg	brotli	lib
kmahjongg	cyrus-sasl	lib
kmahjongg	dbus	lib
kmahjongg	duktape	lib
kmahjongg	e2fsprogs	lib
kmahjongg	flac	lib
kmahjongg	fontconfig	lib
kmahjongg	freetype	lib
kmahjongg	glib2	lib
kmahjongg	graphite2	lib
kmahjongg	harfbuzz	lib
kmahjongg	icu4c	lib
kmahjongg	karchive	lib
kmahjongg	kcodecs	lib
kmahjongg	kcolorscheme	linked
kmahjongg	kcompletion	lib
kmahjongg	kconfig	linked
kmahjongg	kconfigwidgets	linked
kmahjongg	kcoreaddons	linked
kmahjongg	kcrash	linked
kmahjongg	kdbusaddons	linked
kmahjongg	kglobalaccel	lib
kmahjongg	kguiaddons	linked
kmahjongg	ki18n	linked
kmahjongg	kiconthemes	lib
kmahjongg	kitemviews	lib
kmahjongg	knewstuff	lib
kmahjongg	kpackage	lib
kmahjongg	kwidgetsaddons	linked
kmahjongg	kxmlgui	linked
kmahjongg	lame	lib
kmahjongg	libX11	lib
kmahjongg	libXau	lib
kmahjongg	libXdmcp	lib
kmahjongg	libXext	lib
kmahjongg	libglvnd	linked
kmahjongg	libkdegames	linked
kmahjongg	libkmahjongg	linked
kmahjongg	libogg	lib
kmahjongg	libproxy	lib
kmahjongg	libsndfile	lib
kmahjongg	liburing	lib
kmahjongg	libvorbis	lib
kmahjongg	libxcb	lib
kmahjongg	mpg123	lib
kmahjongg	nghttp2	lib
kmahjongg	nghttp3	lib
kmahjongg	ngtcp2	lib
kmahjongg	openal-soft	lib
kmahjongg	openssl	lib
kmahjongg	openssl-solibs	lib
kmahjongg	opus	lib
kmahjongg	pcre2	lib
kmahjongg	qt6	linked
kmahjongg	syndication	lib
kmahjongg	util-linux	lib
kmahjongg	wayland	lib
kmail-account-wizard	aaa_glibc-solibs	linked
kmail-account-wizard	aaa_libraries	linked
kmail-account-wizard	akonadi	linked
kmail-account-wizard	breeze-icons	lib
kmail-account-wizard	brotli	lib
kmail-account-wizard	cyrus-sasl	lib
kmail-account-wizard	dbus	lib
kmail-account-wizard	duktape	lib
kmail-account-wizard	e2fsprogs	lib
kmail-account-wizard	fontconfig	lib
kmail-account-wizard	freetype	lib
kmail-account-wizard	glib2	lib
kmail-account-wizard	graphite2	lib
kmail-account-wizard	harfbuzz	lib
kmail-account-wizard	icu4c	lib
kmail-account-wizard	karchive	lib
kmail-account-wizard	kcodecs	lib
kmail-account-wizard	kcolorscheme	linked
kmail-account-wizard	kconfig	linked
kmail-account-wizard	kconfigwidgets	linked
kmail-account-wizard	kcoreaddons	linked
kmail-account-wizard	kcrash	linked
kmail-account-wizard	kdbusaddons	linked
kmail-account-wizard	kglobalaccel	lib
kmail-account-wizard	kguiaddons	lib
kmail-account-wizard	ki18n	linked
kmail-account-wizard	kiconthemes	linked
kmail-account-wizard	kidentitymanagement	linked
kmail-account-wizard	kio	linked
kmail-account-wizard	kitemmodels	linked
kmail-account-wizard	kitemviews	lib
kmail-account-wizard	kmailtransport	linked
kmail-account-wizard	kmime	linked
kmail-account-wizard	kservice	lib
kmail-account-wizard	kwidgetsaddons	linked
kmail-account-wizard	kxmlgui	lib
kmail-account-wizard	libX11	lib
kmail-account-wizard	libXau	lib
kmail-account-wizard	libXdmcp	lib
kmail-account-wizard	libXext	lib
kmail-account-wizard	libgcrypt	lib
kmail-account-wizard	libglvnd	linked
kmail-account-wizard	libproxy	lib
kmail-account-wizard	libsecret	lib
kmail-account-wizard	liburing	lib
kmail-account-wizard	libxcb	lib
kmail-account-wizard	nghttp2	lib
kmail-account-wizard	nghttp3	lib
kmail-account-wizard	ngtcp2	lib
kmail-account-wizard	openssl	lib
kmail-account-wizard	openssl-solibs	lib
kmail-account-wizard	pcre2	lib
kmail-account-wizard	qt6	linked
kmail-account-wizard	qtkeychain	lib
kmail-account-wizard	util-linux	lib
kmail-account-wizard	wayland	lib
kmail	aaa_glibc-solibs	linked
kmail	aaa_libraries	linked
kmail	akonadi	linked
kmail	akonadi-contacts	linked
kmail	akonadi-mime	linked
kmail	akonadi-search	linked
kmail	aom	lib
kmail	attica	lib
kmail	breeze-icons	lib
kmail	brotli	lib
kmail	cairo	lib
kmail	cyrus-sasl	lib
kmail	dav1d	lib
kmail	db48	lib
kmail	dbus	lib
kmail	duktape	lib
kmail	e2fsprogs	lib
kmail	ffmpeg	lib
kmail	flac	lib
kmail	fontconfig	lib
kmail	freetype	lib
kmail	fribidi	lib
kmail	gdk-pixbuf2	lib
kmail	glib2	lib
kmail	gnutls	lib
kmail	gpgme	linked
kmail	gpgmepp	linked
kmail	grantleetheme	linked
kmail	graphite2	lib
kmail	harfbuzz	lib
kmail	icu4c	lib
kmail	jansson	lib
kmail	karchive	lib
kmail	kbookmarks	linked
kmail	kcalendarcore	linked
kmail	kcalutils	linked
kmail	kcmutils	linked
kmail	kcodecs	linked
kmail	kcolorscheme	linked
kmail	kcompletion	linked
kmail	kconfig	linked
kmail	kconfigwidgets	linked
kmail	kcontacts	linked
kmail	kcoreaddons	linked
kmail	kcrash	linked
kmail	kdbusaddons	linked
kmail	kglobalaccel	lib
kmail	kguiaddons	linked
kmail	ki18n	linked
kmail	kiconthemes	linked
kmail	kidentitymanagement	linked
kmail	kimap	linked
kmail	kio	linked
kmail	kitemmodels	linked
kmail	kitemviews	linked
kmail	kjobwidgets	linked
kmail	kldap	linked
kmail	kmailtransport	linked
kmail	kmbox	lib
kmail	kmime	linked
kmail	knewstuff	lib
kmail	knotifications	linked
kmail	knotifyconfig	linked
kmail	kontactinterface	linked
kmail	kpackage	lib
kmail	kparts	linked
kmail	kpimtextedit	linked
kmail	kservice	linked
kmail	kstatusnotifieritem	linked
kmail	ktextaddons	linked
kmail	ktexttemplate	linked
kmail	ktextwidgets	lib
kmail	ktnef	linked
kmail	kwidgetsaddons	linked
kmail	kwindowsystem	linked
kmail	kxmlgui	linked
kmail	lame	lib
kmail	lcms2	lib
kmail	libX11	linked
kmail	libXau	lib
kmail	libXcomposite	lib
kmail	libXdamage	lib
kmail	libXdmcp	lib
kmail	libXext	lib
kmail	libXfixes	lib
kmail	libXi	lib
kmail	libXrandr	lib
kmail	libXrender	lib
kmail	libXtst	lib
kmail	libassuan	lib
kmail	libasyncns	lib
kmail	libbluray	lib
kmail	libcanberra	lib
kmail	libdeflate	lib
kmail	libdmtx	lib
kmail	libdrm	lib
kmail	libgcrypt	lib
kmail	libglvnd	linked
kmail	libgravatar	linked
kmail	libical	lib
kmail	libimobiledevice	lib
kmail	libimobiledevice-glue	lib
kmail	libkdepim	linked
kmail	libkleo	linked
kmail	libksieve	linked
kmail	libogg	lib
kmail	libplist	lib
kmail	libproxy	lib
kmail	librsvg	lib
kmail	libsecret	lib
kmail	libsndfile	lib
kmail	libssh	lib
kmail	libtheora	lib
kmail	liburing	lib
kmail	libusbmuxd	lib
kmail	libva	lib
kmail	libvdpau	lib
kmail	libvorbis	lib
kmail	libvpx	lib
kmail	libwebp	lib
kmail	libxcb	lib
kmail	libxkbfile	lib
kmail	libxml2	lib
kmail	libxslt	lib
kmail	mailcommon	linked
kmail	mailimporter	lib
kmail	mesa	lib
kmail	messagelib	linked
kmail	mozilla-nss	lib
kmail	mpg123	lib
kmail	nettle	lib
kmail	nghttp2	lib
kmail	nghttp3	lib
kmail	ngtcp2	lib
kmail	ocl-icd	lib
kmail	openjpeg	lib
kmail	openssl	lib
kmail	openssl-solibs	lib
kmail	opus	lib
kmail	p11-kit	lib
kmail	pango	lib
kmail	pcre2	lib
kmail	pimcommon	linked
kmail	pixman	lib
kmail	plasma-activities	linked
kmail	prison	lib
kmail	pulseaudio	lib
kmail	purpose	lib
kmail	qgpgme	linked
kmail	qrencode	lib
kmail	qt6	linked
kmail	qtkeychain	linked
kmail	samba	lib
kmail	solid	linked
kmail	sonnet	linked
kmail	speex	lib
kmail	syndication	lib
kmail	syntax-highlighting	linked
kmail	talloc	lib
kmail	tevent	lib
kmail	util-linux	lib
kmail	wayland	lib
kmail	xapian-core	lib
kmail	xcb-util-keysyms	lib
kmail	zint	lib
kmail	zxing-cpp	lib
kmailtransport	aaa_glibc-solibs	linked
kmailtransport	aaa_libraries	linked
kmailtransport	breeze-icons	lib
kmailtransport	brotli	lib
kmailtransport	cyrus-sasl	lib
kmailtransport	dbus	lib
kmailtransport	duktape	lib
kmailtransport	e2fsprogs	lib
kmailtransport	fontconfig	lib
kmailtransport	freetype	lib
kmailtransport	glib2	lib
kmailtransport	graphite2	lib
kmailtransport	harfbuzz	lib
kmailtransport	icu4c	lib
kmailtransport	karchive	lib
kmailtransport	kcodecs	lib
kmailtransport	kcolorscheme	linked
kmailtransport	kcompletion	linked
kmailtransport	kconfig	linked
kmailtransport	kconfigwidgets	linked
kmailtransport	kcoreaddons	linked
kmailtransport	kcrash	lib
kmailtransport	kguiaddons	lib
kmailtransport	ki18n	linked
kmailtransport	kiconthemes	lib
kmailtransport	kio	linked
kmailtransport	kjobwidgets	linked
kmailtransport	knotifications	lib
kmailtransport	kservice	linked
kmailtransport	ksmtp	linked
kmailtransport	kwallet	lib
kmailtransport	kwidgetsaddons	linked
kmailtransport	kwindowsystem	lib
kmailtransport	libX11	lib
kmailtransport	libXau	lib
kmailtransport	libXdmcp	lib
kmailtransport	libXext	lib
kmailtransport	libXfixes	lib
kmailtransport	libcanberra	lib
kmailtransport	libgcrypt	lib
kmailtransport	libglvnd	linked
kmailtransport	libimobiledevice	lib
kmailtransport	libimobiledevice-glue	lib
kmailtransport	libkgapi	linked
kmailtransport	libogg	lib
kmailtransport	libplist	lib
kmailtransport	libproxy	lib
kmailtransport	libsecret	lib
kmailtransport	liburing	lib
kmailtransport	libusbmuxd	lib
kmailtransport	libvorbis	lib
kmailtransport	libxcb	lib
kmailtransport	nghttp2	lib
kmailtransport	nghttp3	lib
kmailtransport	ngtcp2	lib
kmailtransport	openssl	lib
kmailtransport	openssl-solibs	lib
kmailtransport	pcre2	lib
kmailtransport	qt6	linked
kmailtransport	qtkeychain	linked
kmailtransport	solid	lib
kmailtransport	util-linux	lib
kmailtransport	wayland	lib
kmailtransport	xcb-util-keysyms	lib
kmbox	aaa_glibc-solibs	linked
kmbox	aaa_libraries	linked
kmbox	icu4c	lib
kmbox	kcodecs	lib
kmbox	kmime	linked
kmbox	liburing	lib
kmbox	pcre2	lib
kmbox	qt6	linked
kmediaplayer5	aaa_glibc-solibs	linked
kmediaplayer5	aaa_libraries	linked
kmediaplayer5	brotli	lib
kmediaplayer5	dbus	lib
kmediaplayer5	e2fsprogs	lib
kmediaplayer5	fontconfig	lib
kmediaplayer5	freetype	lib
kmediaplayer5	graphite2	lib
kmediaplayer5	harfbuzz	lib
kmediaplayer5	icu4c	lib
kmediaplayer5	karchive5	lib
kmediaplayer5	kauth5	linked
kmediaplayer5	kcodecs5	linked
kmediaplayer5	kcompletion5	linked
kmediaplayer5	kconfig5	linked
kmediaplayer5	kconfigwidgets5	linked
kmediaplayer5	kcoreaddons5	linked
kmediaplayer5	kcrash5	lib
kmediaplayer5	kdbusaddons5	lib
kmediaplayer5	kglobalaccel5	lib
kmediaplayer5	kguiaddons5	lib
kmediaplayer5	ki18n5	linked
kmediaplayer5	kiconthemes5	lib
kmediaplayer5	kio5	linked
kmediaplayer5	kitemviews5	lib
kmediaplayer5	kjobwidgets5	linked
kmediaplayer5	kparts5	linked
kmediaplayer5	kservice5	linked
kmediaplayer5	ktextwidgets5	linked
kmediaplayer5	kwidgetsaddons5	linked
kmediaplayer5	kwindowsystem5	linked
kmediaplayer5	kxmlgui5	linked
kmediaplayer5	libX11	linked
kmediaplayer5	libXau	lib
kmediaplayer5	libXdmcp	lib
kmediaplayer5	libXext	lib
kmediaplayer5	libXfixes	lib
kmediaplayer5	libglvnd	lib
kmediaplayer5	libimobiledevice	lib
kmediaplayer5	libimobiledevice-glue	lib
kmediaplayer5	libplist	lib
kmediaplayer5	libusbmuxd	lib
kmediaplayer5	libxcb	lib
kmediaplayer5	openssl	lib
kmediaplayer5	openssl-solibs	lib
kmediaplayer5	pcre2	lib
kmediaplayer5	qt5	linked
kmediaplayer5	solid5	linked
kmediaplayer5	sonnet5	linked
kmediaplayer5	util-linux	lib
kmediaplayer5	wayland	lib
kmediaplayer5	xcb-util-keysyms	lib
kmenuedit	aaa_glibc-solibs	linked
kmenuedit	aaa_libraries	linked
kmenuedit	breeze-icons	lib
kmenuedit	brotli	lib
kmenuedit	cyrus-sasl	lib
kmenuedit	dbus	lib
kmenuedit	duktape	lib
kmenuedit	e2fsprogs	lib
kmenuedit	fontconfig	lib
kmenuedit	freetype	lib
kmenuedit	glib2	lib
kmenuedit	graphite2	lib
kmenuedit	harfbuzz	lib
kmenuedit	icu4c	lib
kmenuedit	karchive	lib
kmenuedit	kcodecs	lib
kmenuedit	kcolorscheme	linked
kmenuedit	kcompletion	linked
kmenuedit	kconfig	linked
kmenuedit	kconfigwidgets	linked
kmenuedit	kcoreaddons	linked
kmenuedit	kcrash	linked
kmenuedit	kdbusaddons	linked
kmenuedit	kglobalaccel	linked
kmenuedit	kguiaddons	linked
kmenuedit	ki18n	linked
kmenuedit	kiconthemes	linked
kmenuedit	kio	linked
kmenuedit	kitemviews	linked
kmenuedit	kjobwidgets	linked
kmenuedit	knotifications	lib
kmenuedit	kservice	linked
kmenuedit	kwidgetsaddons	linked
kmenuedit	kwindowsystem	linked
kmenuedit	kxmlgui	linked
kmenuedit	libX11	linked
kmenuedit	libXau	lib
kmenuedit	libXdmcp	lib
kmenuedit	libXext	lib
kmenuedit	libXfixes	lib
kmenuedit	libcanberra	lib
kmenuedit	libglvnd	linked
kmenuedit	libimobiledevice	lib
kmenuedit	libimobiledevice-glue	lib
kmenuedit	libogg	lib
kmenuedit	libplist	lib
kmenuedit	libproxy	lib
kmenuedit	liburing	lib
kmenuedit	libusbmuxd	lib
kmenuedit	libvorbis	lib
kmenuedit	libxcb	lib
kmenuedit	nghttp2	lib
kmenuedit	nghttp3	lib
kmenuedit	ngtcp2	lib
kmenuedit	openssl	lib
kmenuedit	openssl-solibs	lib
kmenuedit	pcre2	lib
kmenuedit	qt6	linked
kmenuedit	solid	lib
kmenuedit	sonnet	linked
kmenuedit	util-linux	lib
kmenuedit	wayland	lib
kmenuedit	xcb-util-keysyms	lib
kmime	aaa_glibc-solibs	linked
kmime	aaa_libraries	linked
kmime	icu4c	lib
kmime	kcodecs	linked
kmime	liburing	lib
kmime	pcre2	lib
kmime	qt6	linked
kmines	aaa_glibc-solibs	linked
kmines	aaa_libraries	linked
kmines	attica	lib
kmines	breeze-icons	lib
kmines	brotli	lib
kmines	cyrus-sasl	lib
kmines	dbus	lib
kmines	duktape	lib
kmines	e2fsprogs	lib
kmines	flac	lib
kmines	fontconfig	lib
kmines	freetype	lib
kmines	glib2	lib
kmines	graphite2	lib
kmines	harfbuzz	lib
kmines	icu4c	lib
kmines	karchive	lib
kmines	kcodecs	lib
kmines	kcolorscheme	linked
kmines	kcompletion	lib
kmines	kconfig	linked
kmines	kconfigwidgets	linked
kmines	kcoreaddons	linked
kmines	kcrash	linked
kmines	kdbusaddons	linked
kmines	kglobalaccel	lib
kmines	kguiaddons	linked
kmines	ki18n	linked
kmines	kiconthemes	linked
kmines	kitemviews	lib
kmines	knewstuff	lib
kmines	kpackage	lib
kmines	ktextwidgets	linked
kmines	kwidgetsaddons	linked
kmines	kxmlgui	linked
kmines	lame	lib
kmines	libX11	lib
kmines	libXau	lib
kmines	libXdmcp	lib
kmines	libXext	lib
kmines	libasyncns	lib
kmines	libglvnd	linked
kmines	libkdegames	linked
kmines	libogg	lib
kmines	libproxy	lib
kmines	libsndfile	lib
kmines	liburing	lib
kmines	libvorbis	lib
kmines	libxcb	lib
kmines	mpg123	lib
kmines	nghttp2	lib
kmines	nghttp3	lib
kmines	ngtcp2	lib
kmines	openal-soft	lib
kmines	openssl	lib
kmines	openssl-solibs	lib
kmines	opus	lib
kmines	pcre2	lib
kmines	pulseaudio	lib
kmines	qt6	linked
kmines	sonnet	linked
kmines	syndication	lib
kmines	util-linux	lib
kmines	wayland	lib
kmix	aaa_glibc-solibs	linked
kmix	aaa_libraries	linked
kmix	breeze-icons	lib
kmix	brotli	lib
kmix	cyrus-sasl	lib
kmix	dbus	lib
kmix	duktape	lib
kmix	e2fsprogs	lib
kmix	flac	lib
kmix	fontconfig	lib
kmix	freetype	lib
kmix	glib2	lib
kmix	graphite2	lib
kmix	harfbuzz	lib
kmix	icu4c	lib
kmix	karchive	lib
kmix	kcodecs	lib
kmix	kcolorscheme	linked
kmix	kconfig	linked
kmix	kconfigwidgets	linked
kmix	kcoreaddons	linked
kmix	kcrash	linked
kmix	kdbusaddons	linked
kmix	kglobalaccel	linked
kmix	kguiaddons	linked
kmix	ki18n	linked
kmix	kiconthemes	lib
kmix	kitemviews	lib
kmix	knotifications	linked
kmix	kstatusnotifieritem	linked
kmix	kwidgetsaddons	linked
kmix	kwindowsystem	linked
kmix	kxmlgui	linked
kmix	lame	lib
kmix	libX11	linked
kmix	libXau	lib
kmix	libXdmcp	lib
kmix	libXext	lib
kmix	libXfixes	lib
kmix	libasyncns	lib
kmix	libcanberra	linked
kmix	libglvnd	linked
kmix	libimobiledevice	lib
kmix	libimobiledevice-glue	lib
kmix	libogg	lib
kmix	libplist	lib
kmix	libproxy	lib
kmix	libsndfile	lib
kmix	liburing	lib
kmix	libusbmuxd	lib
kmix	libvorbis	lib
kmix	libxcb	lib
kmix	mpg123	lib
kmix	nghttp2	lib
kmix	nghttp3	lib
kmix	ngtcp2	lib
kmix	openssl	lib
kmix	openssl-solibs	lib
kmix	opus	lib
kmix	pcre2	lib
kmix	pulseaudio	linked
kmix	qt6	linked
kmix	solid	linked
kmix	util-linux	lib
kmix	wayland	lib
kmix	xcb-util-keysyms	lib
kmod	aaa_glibc-solibs	linked
kmod	aaa_libraries	linked
kmod	openssl	linked
kmod	openssl-solibs	linked
kmoretools	aaa_glibc-solibs	linked
kmoretools	aaa_libraries	linked
kmoretools	breeze-icons	lib
kmoretools	brotli	lib
kmoretools	cyrus-sasl	lib
kmoretools	dbus	lib
kmoretools	duktape	lib
kmoretools	e2fsprogs	lib
kmoretools	fontconfig	lib
kmoretools	freetype	lib
kmoretools	glib2	lib
kmoretools	graphite2	lib
kmoretools	harfbuzz	lib
kmoretools	icu4c	lib
kmoretools	karchive	lib
kmoretools	kcodecs	lib
kmoretools	kcolorscheme	lib
kmoretools	kcompletion	linked
kmoretools	kconfig	linked
kmoretools	kcoreaddons	linked
kmoretools	kcrash	lib
kmoretools	kguiaddons	lib
kmoretools	ki18n	linked
kmoretools	kiconthemes	lib
kmoretools	kio	linked
kmoretools	kjobwidgets	linked
kmoretools	knotifications	lib
kmoretools	kservice	linked
kmoretools	kwidgetsaddons	linked
kmoretools	kwindowsystem	lib
kmoretools	libX11	lib
kmoretools	libXau	lib
kmoretools	libXdmcp	lib
kmoretools	libXext	lib
kmoretools	libXfixes	lib
kmoretools	libcanberra	lib
kmoretools	libglvnd	linked
kmoretools	libimobiledevice	lib
kmoretools	libimobiledevice-glue	lib
kmoretools	libogg	lib
kmoretools	libplist	lib
kmoretools	libproxy	lib
kmoretools	liburing	lib
kmoretools	libusbmuxd	lib
kmoretools	libvorbis	lib
kmoretools	libxcb	lib
kmoretools	nghttp2	lib
kmoretools	nghttp3	lib
kmoretools	ngtcp2	lib
kmoretools	openssl	lib
kmoretools	openssl-solibs	lib
kmoretools	pcre2	lib
kmoretools	qt6	linked
kmoretools	solid	lib
kmoretools	util-linux	lib
kmoretools	wayland	lib
kmoretools	xcb-util-keysyms	lib
kmousetool	aaa_glibc-solibs	linked
kmousetool	aaa_libraries	linked
kmousetool	breeze-icons	lib
kmousetool	brotli	lib
kmousetool	cyrus-sasl	lib
kmousetool	dbus	lib
kmousetool	duktape	lib
kmousetool	e2fsprogs	lib
kmousetool	flac	lib
kmousetool	fontconfig	lib
kmousetool	freetype	lib
kmousetool	glib2	lib
kmousetool	graphite2	lib
kmousetool	harfbuzz	lib
kmousetool	icu4c	lib
kmousetool	karchive	lib
kmousetool	kcodecs	lib
kmousetool	kcolorscheme	linked
kmousetool	kconfig	linked
kmousetool	kconfigwidgets	linked
kmousetool	kcoreaddons	linked
kmousetool	kdbusaddons	linked
kmousetool	kglobalaccel	lib
kmousetool	kguiaddons	linked
kmousetool	ki18n	linked
kmousetool	kiconthemes	linked
kmousetool	kitemviews	lib
kmousetool	kstatusnotifieritem	linked
kmousetool	kwidgetsaddons	linked
kmousetool	kwindowsystem	linked
kmousetool	kxmlgui	linked
kmousetool	lame	lib
kmousetool	libICE	linked
kmousetool	libSM	linked
kmousetool	libX11	linked
kmousetool	libXau	lib
kmousetool	libXdmcp	lib
kmousetool	libXext	linked
kmousetool	libXfixes	lib
kmousetool	libXi	lib
kmousetool	libXtst	linked
kmousetool	libasyncns	lib
kmousetool	libglvnd	linked
kmousetool	libogg	lib
kmousetool	libproxy	lib
kmousetool	libsndfile	lib
kmousetool	liburing	lib
kmousetool	libvorbis	lib
kmousetool	libxcb	lib
kmousetool	mpg123	lib
kmousetool	nghttp2	lib
kmousetool	nghttp3	lib
kmousetool	ngtcp2	lib
kmousetool	openssl	lib
kmousetool	openssl-solibs	lib
kmousetool	opus	lib
kmousetool	pcre2	lib
kmousetool	pulseaudio	lib
kmousetool	qt6	linked
kmousetool	util-linux	lib
kmousetool	wayland	lib
kmousetool	xcb-util-keysyms	lib
kmouth	aaa_glibc-solibs	linked
kmouth	aaa_libraries	linked
kmouth	breeze-icons	lib
kmouth	brotli	lib
kmouth	cyrus-sasl	lib
kmouth	dbus	lib
kmouth	duktape	lib
kmouth	e2fsprogs	lib
kmouth	flac	lib
kmouth	fontconfig	lib
kmouth	freetype	lib
kmouth	glib2	lib
kmouth	graphite2	lib
kmouth	harfbuzz	lib
kmouth	icu4c	lib
kmouth	karchive	lib
kmouth	kcodecs	lib
