from_pkg	to_pkg	via
vte	libglvnd	lib
vte	libgudev	lib
vte	libwebp	lib
vte	libxcb	lib
vte	lz4	linked
vte	lzo	lib
vte	mesa	lib
vte	nettle	lib
vte	openssl	lib
vte	openssl-solibs	lib
vte	orc	lib
vte	p11-kit	lib
vte	pango	linked
vte	pixman	lib
vte	simdutf	linked
vte	util-linux	lib
vte	vulkan-sdk	lib
vte	wayland	lib
vulkan-sdk	aaa_glibc-solibs	linked
vulkan-sdk	aaa_libraries	linked
vulkan-sdk	brotli	lib
vulkan-sdk	cyrus-sasl	lib
vulkan-sdk	dbus	lib
vulkan-sdk	duktape	lib
vulkan-sdk	e2fsprogs	lib
vulkan-sdk	fontconfig	lib
vulkan-sdk	freetype	lib
vulkan-sdk	glib2	lib
vulkan-sdk	graphite2	lib
vulkan-sdk	harfbuzz	lib
vulkan-sdk	icu4c	lib
vulkan-sdk	libX11	linked
vulkan-sdk	libXau	lib
vulkan-sdk	libXdmcp	lib
vulkan-sdk	libXext	lib
vulkan-sdk	libglvnd	linked
vulkan-sdk	libproxy	lib
vulkan-sdk	liburing	lib
vulkan-sdk	libxcb	linked
vulkan-sdk	lz4	linked
vulkan-sdk	nghttp2	lib
vulkan-sdk	nghttp3	lib
vulkan-sdk	ngtcp2	lib
vulkan-sdk	openssl	lib
vulkan-sdk	openssl-solibs	lib
vulkan-sdk	pcre2	lib
vulkan-sdk	qt6	linked
vulkan-sdk	util-linux	lib
vulkan-sdk	wayland	linked
wacomtablet	aaa_glibc-solibs	linked
wacomtablet	aaa_libraries	linked
wacomtablet	breeze-icons	lib
wacomtablet	brotli	lib
wacomtablet	cyrus-sasl	lib
wacomtablet	dbus	lib
wacomtablet	duktape	lib
wacomtablet	e2fsprogs	lib
wacomtablet	fontconfig	lib
wacomtablet	freetype	lib
wacomtablet	glib2	lib
wacomtablet	graphite2	lib
wacomtablet	harfbuzz	lib
wacomtablet	icu4c	lib
wacomtablet	karchive	lib
wacomtablet	kcmutils	linked
wacomtablet	kcodecs	lib
wacomtablet	kcolorscheme	linked
wacomtablet	kconfig	linked
wacomtablet	kconfigwidgets	linked
wacomtablet	kcoreaddons	linked
wacomtablet	kcrash	lib
wacomtablet	kdbusaddons	linked
wacomtablet	kglobalaccel	linked
wacomtablet	kguiaddons	linked
wacomtablet	ki18n	linked
wacomtablet	kiconthemes	lib
wacomtablet	kio	linked
wacomtablet	kirigami	linked
wacomtablet	kitemviews	lib
wacomtablet	knotifications	linked
wacomtablet	kpackage	lib
wacomtablet	kservice	linked
wacomtablet	ksvg	lib
wacomtablet	kwidgetsaddons	linked
wacomtablet	kwindowsystem	linked
wacomtablet	kxmlgui	linked
wacomtablet	libICE	linked
wacomtablet	libSM	linked
wacomtablet	libX11	linked
wacomtablet	libXau	lib
wacomtablet	libXdmcp	lib
wacomtablet	libXext	linked
wacomtablet	libXfixes	lib
wacomtablet	libXi	linked
wacomtablet	libcanberra	lib
wacomtablet	libevdev	lib
wacomtablet	libglvnd	linked
wacomtablet	libgudev	lib
wacomtablet	libimobiledevice	lib
wacomtablet	libimobiledevice-glue	lib
wacomtablet	libogg	lib
wacomtablet	libplasma	linked
wacomtablet	libplist	lib
wacomtablet	libproxy	lib
wacomtablet	liburing	lib
wacomtablet	libusbmuxd	lib
wacomtablet	libvorbis	lib
wacomtablet	libwacom	linked
wacomtablet	libxcb	linked
wacomtablet	nghttp2	lib
wacomtablet	nghttp3	lib
wacomtablet	ngtcp2	lib
wacomtablet	openssl	lib
wacomtablet	openssl-solibs	lib
wacomtablet	pcre2	lib
wacomtablet	plasma-activities	lib
wacomtablet	plasma5support	linked
wacomtablet	qt6	linked
wacomtablet	solid	lib
wacomtablet	util-linux	lib
wacomtablet	wayland	lib
wacomtablet	xcb-util-keysyms	lib
wavpack	aaa_glibc-solibs	linked
wayland-utils	aaa_glibc-solibs	linked
wayland-utils	aaa_libraries	lib
wayland-utils	libdrm	linked
wayland-utils	wayland	linked
wayland	aaa_glibc-solibs	linked
wayland	aaa_libraries	linked
wayland	libxml2	linked
wcslib	aaa_glibc-solibs	linked
wcslib	aaa_libraries	lib
wcslib	brotli	lib
wcslib	cfitsio	linked
wcslib	cyrus-sasl	lib
wcslib	e2fsprogs	lib
wcslib	gcc	linked
wcslib	gcc-gfortran	linked
wcslib	nghttp2	lib
wcslib	nghttp3	lib
wcslib	ngtcp2	lib
wcslib	openssl	lib
wcslib	openssl-solibs	lib
wget	aaa_glibc-solibs	linked
wget	aaa_libraries	linked
wget	openssl	linked
wget	openssl-solibs	linked
wget	util-linux	linked
wget2	aaa_glibc-solibs	linked
wget2	aaa_libraries	linked
wget2	brotli	linked
wget2	gnutls	linked
wget2	gpgme	linked
wget2	libassuan	lib
wget2	lzlib	linked
wget2	nettle	lib
wget2	nghttp2	linked
wget2	p11-kit	lib
which	aaa_glibc-solibs	linked
whois	aaa_glibc-solibs	linked
whois	aaa_libraries	linked
windowmaker	aaa_glibc-solibs	linked
windowmaker	aaa_libraries	linked
windowmaker	brotli	lib
windowmaker	fontconfig	linked
windowmaker	freetype	linked
windowmaker	fribidi	lib
windowmaker	giflib	linked
windowmaker	glib2	lib
windowmaker	graphite2	lib
windowmaker	harfbuzz	linked
windowmaker	libICE	lib
windowmaker	libSM	lib
windowmaker	libX11	linked
windowmaker	libXau	lib
windowmaker	libXdmcp	lib
windowmaker	libXext	linked
windowmaker	libXft	linked
windowmaker	libXinerama	linked
windowmaker	libXmu	linked
windowmaker	libXpm	linked
windowmaker	libXrandr	linked
windowmaker	libXrender	lib
windowmaker	libXres	linked
windowmaker	libXt	lib
windowmaker	libdeflate	lib
windowmaker	libexif	linked
windowmaker	libwebp	linked
windowmaker	libxcb	lib
windowmaker	pango	linked
windowmaker	util-linux	lib
wireguard-tools	aaa_glibc-solibs	linked
wireless_tools	aaa_glibc-solibs	linked
wireplumber	aaa_glibc-solibs	linked
wireplumber	aaa_libraries	linked
wireplumber	elogind	linked
wireplumber	glib2	linked
wireplumber	lua	linked
wireplumber	pipewire	linked
wireplumber	util-linux	lib
wlroots	aaa_glibc-solibs	linked
wlroots	aaa_libraries	linked
wlroots	elogind	lib
wlroots	lcms2	linked
wlroots	libXau	lib
wlroots	libXdmcp	lib
wlroots	libdisplay-info	linked
wlroots	libdrm	linked
wlroots	libevdev	lib
wlroots	libglvnd	linked
wlroots	libgudev	lib
wlroots	libinput	linked
wlroots	libwacom	lib
wlroots	libxcb	linked
wlroots	lua	lib
wlroots	mesa	linked
wlroots	mtdev	lib
wlroots	pixman	linked
wlroots	seatd	linked
wlroots	vulkan-sdk	linked
wlroots	wayland	linked
wlroots	xcb-util-errors	linked
wlroots	xcb-util-renderutil	linked
wlroots	xcb-util-wm	linked
wlroots	xorg-server-xwayland	hint:exec
woff2	aaa_glibc-solibs	linked
woff2	aaa_libraries	linked
woff2	brotli	linked
wpa_supplicant	aaa_glibc-solibs	linked
wpa_supplicant	aaa_libraries	linked
wpa_supplicant	dbus	linked
wpa_supplicant	icu4c	lib
wpa_supplicant	libX11	lib
wpa_supplicant	libXau	lib
wpa_supplicant	libXdmcp	lib
wpa_supplicant	libXext	lib
wpa_supplicant	libglvnd	linked
wpa_supplicant	libnl3	linked
wpa_supplicant	libxcb	lib
wpa_supplicant	openssl	linked
wpa_supplicant	openssl-solibs	linked
wpa_supplicant	pcre2	lib
wpa_supplicant	qt5	linked
wsdd2	aaa_glibc-solibs	linked
x11-ssh-askpass	aaa_glibc-solibs	linked
x11-ssh-askpass	libICE	linked
x11-ssh-askpass	libSM	linked
x11-ssh-askpass	libX11	linked
x11-ssh-askpass	libXau	lib
x11-ssh-askpass	libXdmcp	lib
x11-ssh-askpass	libXt	linked
x11-ssh-askpass	libxcb	lib
x11-ssh-askpass	util-linux	lib
x11perf	aaa_glibc-solibs	linked
x11perf	aaa_libraries	lib
x11perf	brotli	lib
x11perf	fontconfig	linked
x11perf	freetype	linked
x11perf	graphite2	lib
x11perf	harfbuzz	lib
x11perf	libX11	linked
x11perf	libXau	lib
x11perf	libXdmcp	lib
x11perf	libXext	linked
x11perf	libXft	linked
x11perf	libXmu	linked
x11perf	libXrender	linked
x11perf	libxcb	lib
x3270	aaa_glibc-solibs	linked
x3270	aaa_libraries	linked
x3270	libICE	lib
x3270	libSM	lib
x3270	libX11	linked
x3270	libXau	lib
x3270	libXaw	linked
x3270	libXdmcp	lib
x3270	libXext	lib
x3270	libXmu	linked
x3270	libXpm	lib
x3270	libXt	linked
x3270	libxcb	lib
x3270	openssl	linked
x3270	openssl-solibs	linked
x3270	util-linux	lib
xaos	aaa_glibc-solibs	linked
xaos	aaa_libraries	linked
xaos	brotli	lib
xaos	dbus	lib
xaos	fontconfig	lib
xaos	freetype	lib
xaos	graphite2	lib
xaos	harfbuzz	lib
xaos	icu4c	lib
xaos	libX11	lib
xaos	libXau	lib
xaos	libXdmcp	lib
xaos	libXext	lib
xaos	libglvnd	linked
xaos	liburing	lib
xaos	libxcb	lib
xaos	pcre2	lib
xaos	qt6	linked
xapian-core	aaa_glibc-solibs	linked
xapian-core	aaa_libraries	linked
xapian-core	icu4c	linked
xapian-core	util-linux	linked
xauth	aaa_glibc-solibs	linked
xauth	libX11	linked
xauth	libXau	linked
xauth	libXdmcp	lib
xauth	libXext	linked
xauth	libXmu	linked
xauth	libxcb	lib
xbacklight	aaa_glibc-solibs	linked
xbacklight	libXau	lib
xbacklight	libXdmcp	lib
xbacklight	libxcb	linked
xbacklight	xcb-util	linked
xbiff	aaa_glibc-solibs	linked
xbiff	libICE	lib
xbiff	libSM	lib
xbiff	libX11	linked
xbiff	libXau	lib
xbiff	libXaw	linked
xbiff	libXdmcp	lib
xbiff	libXext	linked
xbiff	libXmu	linked
xbiff	libXpm	lib
xbiff	libXt	linked
xbiff	libxcb	lib
xbiff	util-linux	lib
xcalc	aaa_glibc-solibs	linked
xcalc	libICE	lib
xcalc	libSM	lib
xcalc	libX11	linked
xcalc	libXau	lib
xcalc	libXaw	linked
xcalc	libXdmcp	lib
xcalc	libXext	lib
xcalc	libXmu	lib
xcalc	libXpm	lib
xcalc	libXt	linked
xcalc	libxcb	lib
xcalc	util-linux	lib
xcb-imdkit	aaa_glibc-solibs	linked
xcb-imdkit	libXau	lib
xcb-imdkit	libXdmcp	lib
xcb-imdkit	libxcb	linked
xcb-imdkit	xcb-util	linked
xcb-util-cursor	aaa_glibc-solibs	linked
xcb-util-cursor	libXau	lib
xcb-util-cursor	libXdmcp	lib
xcb-util-cursor	libxcb	linked
xcb-util-cursor	xcb-util	lib
xcb-util-cursor	xcb-util-image	linked
xcb-util-cursor	xcb-util-renderutil	linked
xcb-util-errors	aaa_glibc-solibs	linked
xcb-util-errors	libXau	lib
xcb-util-errors	libXdmcp	lib
xcb-util-errors	libxcb	linked
xcb-util-image	aaa_glibc-solibs	linked
xcb-util-image	libXau	lib
xcb-util-image	libXdmcp	lib
xcb-util-image	libxcb	linked
xcb-util-image	xcb-util	linked
xcb-util-keysyms	aaa_glibc-solibs	linked
xcb-util-keysyms	libXau	lib
xcb-util-keysyms	libXdmcp	lib
xcb-util-keysyms	libxcb	linked
xcb-util-renderutil	aaa_glibc-solibs	linked
xcb-util-renderutil	libXau	lib
xcb-util-renderutil	libXdmcp	lib
xcb-util-renderutil	libxcb	linked
xcb-util-wm	aaa_glibc-solibs	linked
xcb-util-wm	libXau	lib
xcb-util-wm	libXdmcp	lib
xcb-util-wm	libxcb	linked
xcb-util	aaa_glibc-solibs	linked
xcb-util	libXau	lib
xcb-util	libXdmcp	lib
xcb-util	libxcb	linked
xclipboard	aaa_glibc-solibs	linked
xclipboard	libICE	lib
xclipboard	libSM	lib
xclipboard	libX11	linked
xclipboard	libXau	lib
xclipboard	libXaw	linked
xclipboard	libXdmcp	lib
xclipboard	libXext	lib
xclipboard	libXmu	linked
xclipboard	libXpm	lib
xclipboard	libXt	linked
xclipboard	libxcb	lib
xclipboard	libxkbfile	linked
xclipboard	util-linux	lib
xclock	aaa_glibc-solibs	linked
xclock	aaa_libraries	lib
xclock	brotli	lib
xclock	fontconfig	lib
xclock	freetype	lib
xclock	graphite2	lib
xclock	harfbuzz	lib
xclock	libICE	lib
xclock	libSM	lib
xclock	libX11	linked
xclock	libXau	lib
xclock	libXaw	linked
xclock	libXdmcp	lib
xclock	libXext	lib
xclock	libXft	linked
xclock	libXmu	linked
xclock	libXpm	lib
xclock	libXrender	linked
xclock	libXt	linked
xclock	libxcb	lib
xclock	libxkbfile	linked
xclock	util-linux	lib
xcm	aaa_glibc-solibs	linked
xcm	libICE	lib
xcm	libSM	lib
xcm	libX11	linked
xcm	libXau	lib
xcm	libXcm	linked
xcm	libXdmcp	lib
xcm	libXext	lib
xcm	libXfixes	linked
xcm	libXmu	linked
xcm	libXt	linked
xcm	libxcb	lib
xcm	util-linux	lib
xcmsdb	aaa_glibc-solibs	linked
xcmsdb	libX11	linked
xcmsdb	libXau	lib
xcmsdb	libXdmcp	lib
xcmsdb	libxcb	lib
xcompmgr	aaa_glibc-solibs	linked
xcompmgr	libX11	linked
xcompmgr	libXau	lib
xcompmgr	libXcomposite	linked
xcompmgr	libXdamage	linked
xcompmgr	libXdmcp	lib
xcompmgr	libXext	linked
xcompmgr	libXfixes	linked
xcompmgr	libXrender	linked
xcompmgr	libxcb	lib
xconsole	aaa_glibc-solibs	linked
xconsole	libICE	lib
xconsole	libSM	lib
xconsole	libX11	linked
xconsole	libXau	lib
xconsole	libXaw	linked
xconsole	libXdmcp	lib
xconsole	libXext	lib
xconsole	libXmu	linked
xconsole	libXpm	lib
xconsole	libXt	linked
xconsole	libxcb	lib
xconsole	util-linux	lib
xcursorgen	aaa_glibc-solibs	linked
xcursorgen	aaa_libraries	linked
xcursorgen	libX11	linked
xcursorgen	libXau	lib
xcursorgen	libXcursor	linked
xcursorgen	libXdmcp	lib
xcursorgen	libXfixes	lib
xcursorgen	libXrender	lib
xcursorgen	libxcb	lib
xdbedizzy	aaa_glibc-solibs	linked
xdbedizzy	libX11	linked
xdbedizzy	libXau	lib
xdbedizzy	libXdmcp	lib
xdbedizzy	libXext	linked
xdbedizzy	libxcb	lib
xdg-desktop-portal-gtk	aaa_glibc-solibs	linked
xdg-desktop-portal-gtk	aaa_libraries	linked
xdg-desktop-portal-gtk	at-spi2-core	lib
xdg-desktop-portal-gtk	brotli	lib
xdg-desktop-portal-gtk	cairo	lib
xdg-desktop-portal-gtk	dbus	lib
xdg-desktop-portal-gtk	fontconfig	linked
xdg-desktop-portal-gtk	freetype	lib
xdg-desktop-portal-gtk	fribidi	lib
xdg-desktop-portal-gtk	gdk-pixbuf2	linked
xdg-desktop-portal-gtk	glib2	linked
xdg-desktop-portal-gtk	graphite2	lib
xdg-desktop-portal-gtk	gtk+3	linked
xdg-desktop-portal-gtk	harfbuzz	lib
xdg-desktop-portal-gtk	libX11	lib
xdg-desktop-portal-gtk	libXau	lib
xdg-desktop-portal-gtk	libXcomposite	lib
xdg-desktop-portal-gtk	libXcursor	lib
xdg-desktop-portal-gtk	libXdamage	lib
xdg-desktop-portal-gtk	libXdmcp	lib
xdg-desktop-portal-gtk	libXext	lib
xdg-desktop-portal-gtk	libXfixes	lib
xdg-desktop-portal-gtk	libXi	lib
xdg-desktop-portal-gtk	libXinerama	lib
xdg-desktop-portal-gtk	libXrandr	lib
xdg-desktop-portal-gtk	libXrender	lib
xdg-desktop-portal-gtk	libXres	lib
xdg-desktop-portal-gtk	libepoxy	lib
xdg-desktop-portal-gtk	libxcb	lib
xdg-desktop-portal-gtk	pango	lib
xdg-desktop-portal-gtk	pixman	lib
xdg-desktop-portal-gtk	util-linux	lib
xdg-desktop-portal-gtk	wayland	lib
xdg-desktop-portal-kde	aaa_glibc-solibs	linked
xdg-desktop-portal-kde	aaa_libraries	linked
xdg-desktop-portal-kde	breeze-icons	lib
xdg-desktop-portal-kde	brotli	lib
xdg-desktop-portal-kde	cyrus-sasl	lib
xdg-desktop-portal-kde	dbus	lib
xdg-desktop-portal-kde	duktape	lib
xdg-desktop-portal-kde	e2fsprogs	lib
xdg-desktop-portal-kde	fontconfig	lib
xdg-desktop-portal-kde	freetype	lib
xdg-desktop-portal-kde	glib2	lib
xdg-desktop-portal-kde	graphite2	lib
xdg-desktop-portal-kde	harfbuzz	lib
xdg-desktop-portal-kde	icu4c	lib
xdg-desktop-portal-kde	karchive	lib
xdg-desktop-portal-kde	kbookmarks	linked
xdg-desktop-portal-kde	kcodecs	lib
xdg-desktop-portal-kde	kcolorscheme	lib
xdg-desktop-portal-kde	kcompletion	linked
xdg-desktop-portal-kde	kconfig	linked
xdg-desktop-portal-kde	kcoreaddons	linked
xdg-desktop-portal-kde	kcrash	linked
xdg-desktop-portal-kde	kglobalaccel	linked
xdg-desktop-portal-kde	kguiaddons	lib
xdg-desktop-portal-kde	ki18n	linked
xdg-desktop-portal-kde	kiconthemes	linked
xdg-desktop-portal-kde	kio	linked
xdg-desktop-portal-kde	kitemviews	linked
xdg-desktop-portal-kde	kjobwidgets	linked
xdg-desktop-portal-kde	knotifications	linked
xdg-desktop-portal-kde	kservice	linked
xdg-desktop-portal-kde	kstatusnotifieritem	linked
xdg-desktop-portal-kde	kwayland	linked
xdg-desktop-portal-kde	kwidgetsaddons	linked
xdg-desktop-portal-kde	kwindowsystem	linked
xdg-desktop-portal-kde	libX11	linked
xdg-desktop-portal-kde	libXau	lib
xdg-desktop-portal-kde	libXdmcp	lib
xdg-desktop-portal-kde	libXext	lib
xdg-desktop-portal-kde	libXfixes	lib
xdg-desktop-portal-kde	libcanberra	lib
xdg-desktop-portal-kde	libglvnd	linked
xdg-desktop-portal-kde	libimobiledevice	lib
xdg-desktop-portal-kde	libimobiledevice-glue	lib
xdg-desktop-portal-kde	libogg	lib
xdg-desktop-portal-kde	libplist	lib
xdg-desktop-portal-kde	libproxy	lib
xdg-desktop-portal-kde	liburing	lib
xdg-desktop-portal-kde	libusbmuxd	lib
xdg-desktop-portal-kde	libvorbis	lib
xdg-desktop-portal-kde	libxcb	lib
xdg-desktop-portal-kde	nghttp2	lib
xdg-desktop-portal-kde	nghttp3	lib
xdg-desktop-portal-kde	ngtcp2	lib
xdg-desktop-portal-kde	openssl	lib
xdg-desktop-portal-kde	openssl-solibs	lib
xdg-desktop-portal-kde	pcre2	lib
xdg-desktop-portal-kde	qt6	linked
xdg-desktop-portal-kde	solid	linked
xdg-desktop-portal-kde	util-linux	lib
xdg-desktop-portal-kde	wayland	linked
xdg-desktop-portal-kde	xcb-util-keysyms	lib
xdg-desktop-portal	aaa_glibc-solibs	linked
xdg-desktop-portal	aaa_libraries	linked
xdg-desktop-portal	elfutils	lib
xdg-desktop-portal	fuse3	linked
xdg-desktop-portal	gdk-pixbuf2	linked
xdg-desktop-portal	glib2	linked
xdg-desktop-portal	gst-plugins-base	linked
xdg-desktop-portal	gstreamer	linked
xdg-desktop-portal	json-glib	linked
xdg-desktop-portal	libdrm	lib
xdg-desktop-portal	libgudev	linked
xdg-desktop-portal	orc	lib
xdg-desktop-portal	pipewire	linked
xdg-desktop-portal	util-linux	lib
xdg-user-dirs	aaa_glibc-solibs	linked
xditview	aaa_glibc-solibs	linked
xditview	aaa_libraries	lib
xditview	brotli	lib
xditview	fontconfig	linked
xditview	freetype	linked
xditview	graphite2	lib
xditview	harfbuzz	lib
xditview	libICE	lib
xditview	libSM	lib
xditview	libX11	linked
xditview	libXau	lib
xditview	libXaw	linked
xditview	libXdmcp	lib
xditview	libXext	lib
xditview	libXft	linked
xditview	libXmu	linked
xditview	libXpm	lib
xditview	libXrender	linked
xditview	libXt	linked
xditview	libxcb	lib
xditview	util-linux	lib
xdm	aaa_glibc-solibs	linked
xdm	aaa_libraries	lib
xdm	brotli	lib
xdm	fontconfig	lib
xdm	freetype	lib
xdm	graphite2	lib
xdm	harfbuzz	lib
xdm	libICE	lib
xdm	libSM	lib
xdm	libX11	linked
xdm	libXau	linked
xdm	libXaw	linked
xdm	libXdmcp	linked
xdm	libXext	linked
xdm	libXft	linked
xdm	libXinerama	linked
xdm	libXmu	linked
xdm	libXpm	linked
xdm	libXrender	linked
xdm	libXt	linked
xdm	libxcb	lib
xdm	pam	linked
xdm	util-linux	lib
xdm	xrdb	hint:exec
xdm	xterm	hint:exec
xdpyinfo	aaa_glibc-solibs	linked
xdpyinfo	libX11	linked
xdpyinfo	libXau	lib
xdpyinfo	libXcomposite	linked
xdpyinfo	libXdmcp	lib
xdpyinfo	libXext	linked
xdpyinfo	libXfixes	lib
xdpyinfo	libXi	linked
xdpyinfo	libXinerama	linked
xdpyinfo	libXpresent	linked
xdpyinfo	libXrandr	linked
xdpyinfo	libXrender	linked
xdpyinfo	libXtst	linked
xdpyinfo	libXxf86dga	linked
xdpyinfo	libXxf86vm	linked
xdpyinfo	libxcb	linked
xdriinfo	aaa_glibc-solibs	linked
xdriinfo	libX11	linked
xdriinfo	libXau	lib
xdriinfo	libXdmcp	lib
xdriinfo	libXext	lib
xdriinfo	libglvnd	linked
xdriinfo	libxcb	lib
xedit	aaa_glibc-solibs	linked
xedit	libICE	lib
xedit	libSM	lib
xedit	libX11	linked
xedit	libXau	lib
xedit	libXaw	linked
xedit	libXdmcp	lib
xedit	libXext	lib
xedit	libXmu	linked
xedit	libXpm	lib
xedit	libXt	linked
xedit	libxcb	lib
xedit	util-linux	lib
xev	aaa_glibc-solibs	linked
xev	libX11	linked
